Date,JPM,SPY,TLT,GLD,JNJ,AAPL,XOM,KO
2016-01-05,0.0017290569364041275,0.001691354043033888,-0.004034289185665618,0.0028185529910356166,0.004180202178468928,-0.025059294159366363,0.008520175279425501,0.0035375488791229426
2016-01-06,-0.014435861589537247,-0.012614164634731195,0.013475314130062088,0.01444076235086822,-0.005054800764830669,-0.019569596285999857,-0.008320117849546227,-0.0054056764018519665
2016-01-07,-0.040439375138428435,-0.023991402771158854,0.0017946038647309592,0.014139709399294542,-0.011654405619738628,-0.04220484897034027,-0.0160058627222186,-0.016540193064396025
2016-01-08,-0.02239911523039384,-0.01097684059838877,0.004478763887468151,-0.004427708091822691,-0.010683515032637758,0.005287834948057624,-0.020202462394923182,-0.0026431723104154425
2016-01-11,-0.0015276084234396858,0.000990314327899089,-0.010943853052282293,-0.008894799760520322,-0.0060102767345825425,0.016192284061578244,-0.013388600377924775,0.001686447408950409
2016-01-12,0.002210073600056983,0.008068244395128987,0.014425330044132156,-0.005060137388834041,0.00686675360960054,0.014513109580708061,0.020491004904878096,0.012986633552100502
2016-01-13,-0.027476412031879782,-0.02494083324400176,0.009856613730002683,0.004893984653210337,-0.012418447423731993,-0.025710376117657696,0.005983927337524397,-0.006410197198989942
2016-01-14,0.01499807191112712,0.016417456949021192,-0.009360015655908938,-0.016233809757639994,0.019273984243095788,0.02187129226566964,0.045869196072997775,0.000717288933683724
2016-01-15,-0.019931332324772177,-0.021466555478678706,0.015586802742754369,0.010289314914859293,-0.019111922311363716,-0.024015310526907085,-0.019463862729934056,-0.009073438703399606
2016-01-19,-0.0005259270280664197,0.0013313576108457958,-0.0031013642295996124,-0.0009607847075502329,0.005154811669833226,-0.004838964831317738,-0.015210206356986666,0.010120417722251807
2016-01-20,-0.026311160476336304,-0.01281514422727581,0.010529286358787804,0.013367949074563734,-0.017948950227024474,0.001345193340635431,-0.04214645077649504,-0.012881742796617024
2016-01-21,-0.004683967822151858,0.005601871684186355,-0.006788502858841472,0.001138797703897465,0.0019844198651131073,-0.0050626099239658995,0.01257189424868943,0.00024132153891653907
2016-01-22,0.030769389252406132,0.020515386418628268,-0.0038152028872772137,-0.004644969889963435,0.008442827875894343,0.053166812422921206,0.0333335300771902,0.0161874065408385
2016-01-25,-0.022651661194048378,-0.015116720818037943,0.005425611184538992,0.010285731724330116,-0.0036175551339024947,-0.019522359108689158,-0.03382566148501864,0.0023777248723260147
2016-01-26,0.025512233212198643,0.013643081041971428,0.0004761231538366051,0.011406476843766944,0.049584939669186756,0.005530521378418252,0.03676685972095073,-0.00189730366049079
2016-01-27,-0.0007008034355781012,-0.010883104757079765,-0.00023835364757696098,0.0037282274439891516,0.009685888226754535,-0.06570593003316405,-0.01838346719791728,0.00023737006049029397
2016-01-28,0.004207504526583916,0.005209293895206191,0.001427381345580514,-0.010678814187088603,0.0010763220503786641,0.00717143112458607,0.02257937220644468,0.011404075419988446
2016-01-29,0.0387572066933195,0.02437681211019349,0.008477663668514879,0.0038482826092702815,0.021218436559504283,0.03454138215610536,0.011170241161477135,0.008222025398837651
2016-02-01,-0.010756208935157718,-0.00036092164982393093,-0.0030612733226872413,0.010285237353002907,-0.0006701215893631929,-0.009348569987721489,-0.02003850103617566,0.0018640154251776675
2016-02-02,-0.031091007856162922,-0.018022315684282253,0.018551539351778112,0.00037013683482878257,-0.009198072990839079,-0.020221982674330174,-0.02228324732829956,-0.013023462050940182
2016-02-03,0.006663205207838363,0.005994880295132621,-0.008293495203609558,0.010731831819877025,0.007059324559779867,0.019792549779414692,0.05215130959407266,0.006597468251492877
